,Image,building,car,crop,door,field,ground,mountain,road,rocky,sand,sea,sidewalk,sign,sky,skyscraper,snowy,tree,trunk,water,window
1492,mountain_nat37.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
339,coast_sun16.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
566,forest_nat398.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1648,opencountry_fie15.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1909,opencountry_nat718.jpg,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1774,opencountry_land669.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
24,coast_cdmc821.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
619,forest_natu428.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1170,insidecity_hous68.jpg,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
2582,tallbuilding_city70.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
695,highway_art1673.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2505,tallbuilding_art219.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
1567,mountain_natu875.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1773,opencountry_land666.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
69,coast_land100.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1848,opencountry_n291056.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
383,forest_cdmc315.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1896,opencountry_nat502.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2019,opencountry_open42.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
659,forest_text119.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
730,highway_bost152.jpg,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
2189,street_hexp4.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
1968,opencountry_natu552.jpg,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
1265,mountain_land130.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2684,tallbuilding_urban983.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
490,forest_land809.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2663,tallbuilding_urban22.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
2330,street_urban996.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
458,forest_for82.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1359,mountain_n199089.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2434,tallbuilding_art1015.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1142,insidecity_gre9.jpg,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2675,tallbuilding_urban744.jpg,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1996,opencountry_natu841.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1056,insidecity_art654.jpg,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2422,tallbuilding_archi621.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
915,highway_n480001.jpg,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2543,tallbuilding_art589.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
492,forest_land810.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1485,mountain_nat30.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0
2585,tallbuilding_city86.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2027,opencountry_osun12.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1328,mountain_moun1.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
646,forest_natu949.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2077,street_art799.jpg,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
197,coast_nat1175.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1657,opencountry_fie30.jpg,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1028,insidecity_art1633.jpg,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
1392,mountain_n255008.jpg,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1135,insidecity_gre303.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
816,highway_bost395.jpg,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1637,opencountry_cdmc713.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1911,opencountry_nat731.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
13,coast_bea3.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
2196,street_par107.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2051,street_art1206.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
1899,opencountry_nat582.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1179,insidecity_hous93.jpg,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1545,mountain_natu105.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
269,coast_natu408.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
437,forest_for20.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
675,forest_text44.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1980,opencountry_natu600.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1542,mountain_nat93.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1762,opencountry_land653.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1668,opencountry_fie7.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1279,mountain_land179.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2156,street_gre131.jpg,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
2597,tallbuilding_sky3.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
548,forest_nat281.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
2290,street_street85.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2071,street_art768.jpg,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1282,mountain_land188.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1303,mountain_land315.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2018,opencountry_open38.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1323,mountain_land787.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1399,mountain_n295042.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2523,tallbuilding_art424.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
741,highway_bost163.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
551,forest_nat312.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1740,opencountry_land573.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1752,opencountry_land618.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2609,tallbuilding_urb246.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
190,coast_nat1099.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1138,insidecity_gre318.jpg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1444,mountain_n736026.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
1623,mountain_ski61.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1965,opencountry_natu544.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
99,coast_land897.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
608,forest_natu308.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
784,highway_bost308.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1343,mountain_n18024.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
380,forest_cdmc293.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
798,highway_bost322.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2611,tallbuilding_urb390.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
83,coast_land309.jpg,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
2661,tallbuilding_urban167.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1563,mountain_natu763.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1794,opencountry_land793.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1696,opencountry_land352.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,forest_nat147.jpg,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0
779,highway_bost303.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2678,tallbuilding_urban780.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
265,coast_natu130.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2026,opencountry_open7.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2423,tallbuilding_archi628.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1340,mountain_n18021.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
468,forest_land159.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1936,opencountry_natu144.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2618,tallbuilding_urb731.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
2054,street_art1686.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
563,forest_nat361.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1213,insidecity_urb354.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
547,forest_nat266.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
927,highway_nat546.jpg,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1393,mountain_n255068.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
223,coast_nat566.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1750,opencountry_land616.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2654,tallbuilding_urban1202.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
312,coast_natu827.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2030,opencountry_sclos30.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1717,opencountry_land501.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
520,forest_nat1184.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1464,mountain_nat1093.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1120,insidecity_boston92.jpg,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
1119,insidecity_boston80.jpg,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1604,mountain_sharp61.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
2239,street_par22.jpg,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1
933,highway_urb537.jpg,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1160,insidecity_hous28.jpg,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
1737,opencountry_land564.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
159,coast_n384030.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1933,opencountry_natu125.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1437,mountain_n603007.jpg,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1326,mountain_land886.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
114,coast_n203032.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1582,mountain_sharp27.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
2371,tallbuilding_a487056.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2324,street_urb928.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
91,coast_land370.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1439,mountain_n603040.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1297,mountain_land278.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
2179,street_gre95.jpg,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
224,coast_nat601.jpg,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1692,opencountry_land345.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
858,highway_gre459.jpg,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0
2192,street_par100.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1860,opencountry_n371057.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1694,opencountry_land350.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2217,street_par154.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2677,tallbuilding_urban749.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2462,tallbuilding_art1506.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2175,street_gre653.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1344,mountain_n18028.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1358,mountain_n199080.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1577,mountain_sharp18.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
1797,opencountry_land817.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1863,opencountry_n490003.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1698,opencountry_land355.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2469,tallbuilding_art1593.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
562,forest_nat360.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
331,coast_osun52.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2627,tallbuilding_urb914.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
898,highway_gre650.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1107,insidecity_boston232.jpg,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
2208,street_par14.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2207,street_par134.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2048,street_art1162.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
924,highway_nat533.jpg,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0
61,coast_cdmc976.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2601,tallbuilding_sky37.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
1450,mountain_n738013.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1667,opencountry_fie6.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1631,opencountry_cdmc109.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
491,forest_land81.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2219,street_par156.jpg,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1269,mountain_land143.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2231,street_par188.jpg,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1
1451,mountain_n841058.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
1878,opencountry_nat1121.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1512,mountain_nat57.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
229,coast_nat643.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
865,highway_gre473.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
938,highway_urb714.jpg,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1591,mountain_sharp42.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
2674,tallbuilding_urban732.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
2281,street_street27.jpg,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
2228,street_par178.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
151,coast_n328001.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0
2315,street_urb798.jpg,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
2428,tallbuilding_archi95.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
307,coast_natu820.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2145,street_enc48.jpg,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1144,insidecity_gre98.jpg,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1881,opencountry_nat1183.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
338,coast_sun15.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2201,street_par119.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
691,highway_a866047.jpg,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
847,highway_gre41.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
2615,tallbuilding_urb522.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0
2629,tallbuilding_urb974.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
429,forest_for146.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2248,street_par5.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2486,tallbuilding_art1720.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
89,coast_land368.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1939,opencountry_natu181.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2082,street_art880.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1988,opencountry_natu726.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
995,insidecity_art1082.jpg,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1024,insidecity_art1594.jpg,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
545,forest_nat260.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1036,insidecity_art50.jpg,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
345,coast_sun31.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
819,highway_bost402.jpg,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
849,highway_gre411.jpg,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1573,mountain_sharp11.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1758,opencountry_land643.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
629,forest_natu72.jpg,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1654,opencountry_fie26.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2580,tallbuilding_city65.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
1948,opencountry_natu41.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
760,highway_bost182.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
2308,street_urb521.jpg,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
1825,opencountry_n18012.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2573,tallbuilding_city4.jpg,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
1829,opencountry_n18054.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2332,tallbuilding_a212017.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
940,highway_urb716.jpg,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2127,street_boston345.jpg,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
59,coast_cdmc960.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
2221,street_par16.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1926,opencountry_nat920.jpg,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
503,forest_land867.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1679,opencountry_land238.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1801,opencountry_land833.jpg,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
290,coast_natu772.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
1927,opencountry_nat932.jpg,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2637,tallbuilding_urban1044.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
84,coast_land334.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
911,highway_land409.jpg,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
130,coast_n243030.jpg,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
2401,tallbuilding_a805044.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1701,opencountry_land364.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
853,highway_gre42.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
54,coast_cdmc948.jpg,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
2166,street_gre2.jpg,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1075,insidecity_art786.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1728,opencountry_land534.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
919,highway_n480045.jpg,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
905,highway_gre662.jpg,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2640,tallbuilding_urban1057.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1146,insidecity_hous106.jpg,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1788,opencountry_land704.jpg,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
15,coast_bea33.jpg,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
